order,block,List,condition,sentence,taskQuestion,correctAnswer,trigger,trigger224,trigger225,trigger226,trigger227,trigger228,trigger229,trigger230,trigger231,word_trigger,trigger224w,trigger225w,trigger226w,trigger227w,trigger228w,trigger229w,trigger230w,trigger231w
184,8,5,TF.verb.069,A scold di annoying client did scold di employee pon di work phone.,,,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
185,8,5,BA.control.39,"Wen mi did deh a di office, di manager organize di meetings.",Di receptionist organize di meetings?,7,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
186,8,5,WH.control.69,A di objection by di attorney delay di trial before di decision?,,,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
187,8,5,TF.noun.099,A dah equation deh di curious student did learn at di math conference.,Di student learn di equation?,9,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
188,8,5,N400.congruent.09.07,George write one chapter inna di book.,,,7,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
189,8,5,TF.topic.024,"Dah rumor deh, di talkative woman did start it a di family gathering.",,,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
190,8,5,WH.wh.09,Wah di presentation bout di climate predict before di drought?,,,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
191,8,5,TF.control.054,Yessideh di professional photographer capture di scene inna di mountainside area.,,,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
192,8,5,WH.control.84,A di drawing a di king please di collector during di exhibition?,,,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
193,8,5,TF.noun.114,A dah servant deh di seasoned reporter did contact inna di palace residence.,,,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
194,8,5,BA.target.24,"Wen she did deh a di kitchen, di waitress prep di food.",,,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
195,,,,break,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,9,5,WH.control.75,A di statement bout di investigation complicate di election before di trial?,Di statement was bout di investigation?,9,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
197,9,5,BA.target.30,"Wen she did deh a di supermarket, di cashier bag di items.",,,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
198,9,5,TF.control.045,Yessideh di creative painter draw di horse inna di school competition.,Di painter did draw di pig?,7,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
199,9,5,N400.congruent.30.09,"While di volley a gwaan, Joe twist him ankle.",,,9,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
200,9,5,BA.target.15,"Wen him did deh a di warehouse, di electrician fix di lights.",A di lights di elctrician fix?,9,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
201,9,5,TF.topic.030,"Dah volunteer deh, di community member did recruit har pon di street outreach.",,,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
202,9,5,BA.control.60,"Wen mi did deh a di theater, di ballerina perform di pirouette.",,,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
203,9,5,WH.wh.15,Wah di trial a di senator prove during di investigation?,,,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
204,9,5,TF.noun.105,A dah law deh di nominated minister did propose inna di last speech.,,,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
205,9,5,BA.control.45,"Wen mi did deh a di workshop, di carpenter train di assistant.",,,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
206,9,5,TF.control.060,Yessideh di thirsty coach drink di wata inna di football field.,,,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
207,9,5,WH.control.90,A di theory bout di comet amaze di scientists after di discovery?,,,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
208,9,5,TF.verb.090,A help di kind nurse did help di woman pon di hospital ward.,,,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
209,9,5,WH.wh.30,Who di tweet by di actress mock after di premiere?,,,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
210,9,5,N400.incongruent.60.011,"While di movie a gwaan, wi nyam popcorn wid buttered luck.",,,27,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1
211,9,5,TF.noun.120,A dah woman deh di stingy customer did cuss inna di clothes store.,,,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
212,9,5,WH.a.45,A wah di tutorial by di engineer save before di deadline?,,,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
213,9,5,N400.congruent.15.07,Di likkle bwoy kick weh di ball.,Di bwoy kick weh di bat?,7,7,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
214,9,5,TF.verb.075,A grab di rushing woman did grab di juice inna di supermarket aisle.,,,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
215,9,5,N400.incongruent.45.07,Every Monday di gardener mow di safe.,,,23,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
216,9,5,TF.topic.015,"Dah homework deh, di busy student did solve it inna di school hall.",,,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
217,9,5,WH.a.60,A who di rejection a di treaty hurt after di vote?,,,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
218,,,,break,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,10,5,BA.control.51,"Wen mi did deh a di hall, di planner prepare di decorations.",,,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
220,10,5,TF.topic.006,"Dah case deh, di nervous nurse did review it inna di shift debreif.",Di nurse review di case inna di shift debrief?,9,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
221,10,5,WH.a.36,A wah di joke bout di election reveal during di rally?,,,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
222,10,5,TF.noun.111,A dah player deh di eager rookie did battle inna di tennis match.,,,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
223,10,5,BA.target.06,"Wen him did deh a di house, di electrician bill di fada.",,,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
224,10,5,TF.topic.021,"Dah pitney deh, di busy doctah did treat him inna di bone clinic.",,,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
225,10,5,WH.control.66,A di feedback from di buyers change di design after di launch?,,,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
226,10,5,N400.incongruent.51.07,Di boat pass easy unda di hour.,,,23,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
227,10,5,TF.control.051,Yessideh di evil witch mek di plan inna di prison chamber.,,,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
228,10,5,WH.control.81,A di arrest by di police frighten di community during di investigation?,,,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
229,10,5,TF.noun.096,A dah computer deh di college student did buy at di indoor mall.,,,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
230,10,5,BA.control.36,"Wen mi did deh a di infirmary, di doctor bruk di machine.",A di machine di doctor bruk?,9,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
231,10,5,TF.verb.066,A challenge di famous actor did challenge di colleague inna di awards ceremony.,Di actor did challenge him family?,7,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
232,10,5,N400.incongruent.36.06,Mi generally smoke filtered menthol energy.,,,22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
233,10,5,WH.wh.06,Wah di movie by di student win after di screening?,,,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
234,10,5,TF.control.036,Yessideh di charity team collect di check during di fundraiser banquet.,,,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
235,10,5,N400.congruent.21.07,Di academic year start inna di fall.,,,7,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
236,10,5,WH.a.51,A who di book by di teacher entertain before di exam?,,,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
237,10,5,TF.verb.081,A translate di educated writer did translate di play inna di book series.,,,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
238,10,5,WH.wh.21,Who di discovery by di scientist benefit after di testing?,Was di discovery by di teacher?,7,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
239,10,5,BA.target.21,"Wen she did deh a di farm, di florist cut di flowers.",,,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
240,10,5,N400.congruent.06.06,"Afta dinner, dem wash di dishes.",,,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
241,,,,break,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,11,5,TF.control.053,Yessideh di fresh graduate email di recruiter bout di job offer.,,,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
243,11,5,N400.incongruent.38.07,Abby brush har teeth afta every leash.,,,23,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
244,11,5,WH.wh.08,Wah di picture of di couple accompany before di wedding?,,,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
245,11,5,TF.verb.068,A treat di skilled vet did treat di dog amongst di clinic patients.,,,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
246,11,5,N400.incongruent.53.07,Di sprinter run di last quarter hunt.,,,23,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
247,11,5,WH.wh.23,Who di excuse by di student frustrate before di test?,,,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
248,11,5,TF.noun.098,A dah dress deh di skilled tailor did embroider pon di wedding day.,Di tailer mek a pants?,7,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
249,11,5,BA.control.53,"Wen mi did deh a di house, di midwife help di madda.",,,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
250,11,5,TF.noun.113,A dah resident deh di jailed thief did rob inna di housing compound.,,,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
251,11,5,N400.congruent.23.07,Di pig dem wallow inna di mud.,,,7,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
252,11,5,WH.a.53,A who di complaint by di worker criticize during di review?,,,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
253,11,5,TF.control.038,Yessideh di sick person see di docta inna di hospital lobby.,,,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
254,11,5,N400.congruent.08.06,Di bathroom faucet spring a leak.,,,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
255,11,5,TF.topic.008,"Dah disaster deh, di negligent chef did cause it inna di restaurant failure",Di chef cause di disaster?,9,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
256,11,5,BA.target.08,"Wen him did deh a di market, di tailor haggle di seller.",,,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
257,11,5,WH.control.83,A di compliment bout di food please di chef after di meal?,,,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
258,11,5,BA.control.38,"Wen mi did deh a di museum, di artist criticise di painting.",Di artist criticize the painting?,9,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
259,11,5,WH.a.38,A wah di objection gainst di war start during di session?,Was di objection gainst di protest?,7,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
260,11,5,TF.verb.083,A present di bold lawyer did present di report inna di court session,,,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
261,11,5,BA.target.23,"Wen she did deh a di house, di housekeeper see di thief.",,,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
262,11,5,TF.topic.023,"Dah program deh, di expert technician did install it pon di lab computer.",,,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
263,11,5,WH.control.68,A di meeting wid di donors delay di fundraiser before di deadline?,,,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
264,,,,break,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,12,5,TF.noun.092,A dah barrier deh di distracted driver did strike inna di parking area.,,,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
266,12,5,WH.wh.17,Who di blackmail by di mistress threaten during di election?,,,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
267,12,5,N400.congruent.17.07,Him buy dem inna di candy store.,,,7,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
268,12,5,TF.control.032,Yessideh di famous singer sing di ballad inna di party tonight.,,,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
269,12,5,WH.a.32,A wah di consultation wid di lawyer achieve before di signing?,,,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
270,12,5,N400.incongruent.32.05,Motorbike can mek nuff fur.,,,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
271,12,5,TF.verb.062,A guard di private security did guard di bank near di campus courtyard.,Di private security guard di church?,7,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
272,12,5,BA.control.32,"Wen mi did deh a di conference, di surgeon explain di technique.",,,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
273,12,5,WH.control.62,A di bribe from di lobbyist cause di investigation after di hearing?,,,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
274,12,5,N400.congruent.02.05,Him buy one wall-to-wall carpet.,,,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
275,12,5,WH.wh.02,Wah di article bout di scandal reveal after di investigation?,Was di article bout di graduation?,7,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
276,12,5,TF.verb.077,A rescue di heroic passerby did rescue di man inna di car accident.,,,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
277,12,5,WH.control.77,A di tutorial on di internet teach di technique during di session?,Di tutorial did deh pon di internet?,9,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
278,12,5,BA.target.17,Wen she did deh a di audition di ballerina forget di routine.,Di ballerina did forget di routine?,9,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
279,12,5,TF.topic.002,"Dah assitant deh, di professional hairdresser did pay har inna di back office.",,,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
280,12,5,WH.a.47,A wah di auction fi di land destroy after di sale?,,,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
281,12,5,BA.target.02,"Wen him did deh a di conference, di ambassador give di speech.",,,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
282,12,5,TF.control.047,Yessideh di nervous intern read di magazine before di monthly meeting.,,,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
283,12,5,BA.control.47,"Wen mi did deh a di camp, di nurse treat di campers.",,,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
284,12,5,TF.topic.017,"Dah madda deh, di lost bwoy did find har inna di mall corridor.",,,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
285,12,5,N400.incongruent.47.07,Him loosen di tie roun him horses.,,,23,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
286,12,5,TF.noun.107,A dah man deh di muscular lifeguard did rescue inna di swimming pool.,,,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
287,,,,break,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,13,5,WH.wh.29,Who di letter from di president praise after di project?,,,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
289,13,5,TF.noun.104,A dah hat deh di stylish model did buy after di fashion show.,,,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
290,13,5,N400.congruent.29.09,"Afta dem rob him, di victim call di police.",,,9,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
291,13,5,TF.control.044,Yessideh di respectable man love di girl inna di community circle.,Di man love di girl?,9,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
292,13,5,WH.control.89,A di invention by di professor influence di field after di publication?,,,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
293,13,5,TF.noun.119,A dah vegetable deh di old worker did sell inna di small shop.,,,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
294,13,5,N400.incongruent.59.09,All a di planet dem circle roun di number.,,,25,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1
295,13,5,TF.control.059,Yessideh di naughty bwoy bruk di TV inna di games room.,,,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
296,13,5,BA.target.29,"Wen she did deh a di studio, di broadcaster greet di audience.",,,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
297,13,5,TF.verb.089,A buy di interior designer did buy di vase from di website listing.,,,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
298,13,5,WH.wh.14,Wah di testimony by di victim allege during di deposition?,,,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
299,13,5,TF.topic.029,"Dah truck deh, di reliable mechanic did repair it after di board meeting.",,,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
300,13,5,BA.control.44,"Wen mi did deh a di trial, di lawyer bring di defendant.",,,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
301,13,5,WH.control.74,A di report by di investigator influence di verdict during di hearing?,Di report was by a priest?,7,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
302,13,5,BA.control.59,"Wen mi did deh a di studio, di reporter present di broadcast.",,,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
303,13,5,TF.topic.014,"Dah girl deh, di proud fathar did encourage har inna di football match.",,,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
304,13,5,BA.target.14,"Wen him did deh a di theater, di producer adjust di scene.",A di lights di producer adjust?,7,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
305,13,5,N400.incongruent.44.07,Di ship disappear inna di thick soil.,,,23,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
306,13,5,WH.a.59,A who di hypothesis bout di climate frustrate before di conference?,,,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
307,13,5,N400.congruent.14.07,Di new fertilizer rich up di soil.,Di soil rich up by di fertilizer?,9,7,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
308,13,5,TF.verb.074,A buy di rich merchant did buy di gold fram di gold market.,,,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
309,13,5,WH.a.44,A wah di theory by di physicists deserve after di publication?,,,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
310,,,,break,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,14,5,WH.wh.19,Who di complaint bout di testimony worry after di allegations?,Was di complaint bout a loud party?,7,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
312,14,5,TF.noun.094,A dah candidate deh di former mayor did endorse at di campaign rally.,,,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
313,14,5,N400.congruent.19.07,Joan warm di baby bottle a milk.,,,7,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
314,14,5,TF.control.034,Yessideh di family friend bake di cake fi di bithday party.,,,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
315,14,5,WH.control.79,A di speech bout di law incite di march during di rally?,,,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
316,14,5,TF.noun.109,A dah package deh di reliable courier did deliver to di vacation house.,,,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
317,14,5,N400.incongruent.49.07,John full up di pen wid milk.,,,23,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
318,14,5,TF.control.049,Yessideh di assistant teacher circulate di note during di class period.,,,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
319,14,5,BA.target.19,"Wen she did deh a di clinic, di caregiver assist di doctor.",,,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
320,14,5,TF.verb.079,A carry di injured engineer did carry di package inna di transport truck.,,,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
321,14,5,WH.wh.04,Wah di decision by di teacha sekkle after di discussion?,,,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
322,14,5,TF.topic.019,"Dah mural deh, di professional artist did paint it pan di old wall.",,,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
323,14,5,BA.control.34,"Wen mi did deh a di gym, di coach train di contestants.",Di coach train di contestants a di gym?,9,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
324,14,5,WH.control.64,A di diplomacy by di general avert di war before di attack?,,,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
325,14,5,BA.control.49,"Wen mi did deh a di clinic, di nurse advise di patient.",,,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
326,14,5,TF.topic.004,"Dah bwoy deh, di kind man did hug him inna di prizegiving ceremony.",Di man hug di bwoy inna di prizegiving ceremony?,9,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
327,14,5,BA.target.04,"Wen him did deh a di field, di coach train di players.",,,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
328,14,5,WH.a.49,A who di arrest a di politician disappoint during di election?,,,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
329,14,5,N400.incongruent.34.06,Dem name har afta har cake.,,,22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
330,14,5,N400.congruent.04.06,Hal write har one love letter.,,,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
331,14,5,TF.verb.064,A mek di excited girl did mek di call inna di visa office.,Di bwoy mek di call?,7,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
332,14,5,WH.a.34,A wah di exhibition by di painter celebrate during di festival?,,,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
333,,,,break,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,15,5,TF.control.056,Yessideh di strict teacha scold di student inna di morning assembly.,,,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
335,15,5,N400.incongruent.41.07,Karen wake up afta one bad carpet.,,,23,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
336,15,5,WH.a.41,A wah di presentation by di architects facilitate during di negotiation?,,,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
337,15,5,TF.noun.116,A dah suggestion deh di new manager did accept inna di meeting room.,,,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
338,15,5,N400.congruent.26.08,Di attendant full up di car wid gas.,,,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
339,15,5,WH.wh.26,Who di guest a di speaker insult during di ceremony?,,,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
340,15,5,TF.verb.086,A study di diligent student did study di subject pon di break period.,,,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
341,15,5,WH.control.86,A di exhibition by di sculptures excite di curator during di opening?,,,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
342,15,5,BA.control.56,"Wen mi did deh a di place, di actress sign di t-shirt.",,,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
343,15,5,N400.incongruent.56.08,Di bwoy dem help Jane wax har church.,,,24,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
344,15,5,WH.a.56,A who di email bout di fundraiser surprise after di announcement?,Di email was bout a fundraiser?,9,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
345,15,5,TF.verb.071,A present di French director did present di film inna di Arab community.,,,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
346,15,5,BA.control.41,Wen mi did deh a di shop di salesman assist di customers.,,,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
347,15,5,TF.topic.011,"Dah fan deh, di known poet did meet him inna di literature festival.",,,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
348,15,5,BA.target.26,"Wen she did deh a di park, di nanny tek di pickney.",,,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
349,15,5,N400.congruent.11.07,Jack order one hamburger an french fries.,Jack order one milkshake?,7,7,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
350,15,5,TF.topic.026,"Dah statement deh, di political announcer did criticize it inna di last interview.",,,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
351,15,5,WH.control.71,A di poll bout di debate uncover di winner during di campaign?,,,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
352,15,5,TF.noun.101,A dah fish deh di popular chef did cook inna di live show.,Di chef cook fish inna di live show?,9,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
353,15,5,BA.target.11,"Wen him did deh a di restaurant, di chef feed di waiter.",,,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
354,15,5,WH.wh.11,Wah di recipe by di farmer require before di preparation?,,,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
355,15,5,TF.control.041,Yessideh di famous director discuss di film inna di studio office.,Di director discuss di play?,7,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
